"exposure","outcome","exposure_label","outcome_label","n_snps","method","b","se","pval","or","or_lci","or_uci","fstat","steiger","het_q","het_p","egger_intercept","egger_p","presso_global_p","presso_outlier","note"
"Smoking_initiation","IschStroke","吸烟起始","缺血性脑卒中",85,"Weighted median",0.138348668999773,0.0637221445520338,0.0299218102218569,1.1483758835489,1.01354416804362,1.30114425349835,42.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Smoking_initiation","IschStroke","吸烟起始","缺血性脑卒中",85,"Weighted mode",0.154768399972742,0.126012649810216,0.222803143835619,1.16738756280284,0.911907797131455,1.49444244919676,42.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Smoking_initiation","HeartFailure","吸烟起始","心力衰竭",73,"IVW",0.242501876945524,0.0485014106723286,5.73620575045512e-07,1.27443364120369,1.15886272188032,1.40153020298762,41.5,"reversed",104.298798506291,0.00617028064381047,0.00261690175219629,0.681254043464381,"0.011",TRUE,"OK"
"Smoking_initiation","HeartFailure","吸烟起始","心力衰竭",73,"MR Egger",0.141958258149256,0.248606296464284,0.569791607900066,1.15252853885867,0.708000780476745,1.87615899517689,41.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Smoking_initiation","HeartFailure","吸烟起始","心力衰竭",73,"Weighted median",0.227338477225222,0.0612429425759447,0.000205565973698373,1.25525467116116,1.11327075624624,1.41534687822465,41.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Smoking_initiation","HeartFailure","吸烟起始","心力衰竭",73,"Weighted mode",0.253175453926954,0.116504505559938,0.0330642113814558,1.28810926083732,1.02513736990438,1.61853963826295,41.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Smoking_initiation","COPD","吸烟起始","慢阻肺",85,"IVW",0.658823081178385,0.0654330085655703,7.60022245731344e-24,1.93251658033934,1.69990842912342,2.1969538295732,42.1,"reversed",118.303540317367,0.00663362969606247,-0.0072881620527569,0.39477506817245,"0.011",TRUE,"OK"
"Smoking_initiation","COPD","吸烟起始","慢阻肺",85,"MR Egger",0.935500786028603,0.330009621787896,0.0057577278235423,2.5484893861074,1.33466713985875,4.86623065567449,42.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Smoking_initiation","COPD","吸烟起始","慢阻肺",85,"Weighted median",0.668476810646753,0.0855472366894154,5.53460992203984e-15,1.95126291302351,1.65004774974887,2.30746471204877,42.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Smoking_initiation","COPD","吸烟起始","慢阻肺",85,"Weighted mode",0.642943870488532,0.191241496924535,0.00116692266388843,1.90207209927337,1.30749165760066,2.76703736486797,42.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Smoking_initiation","T2D","吸烟起始","2型糖尿病",78,"IVW",0.26776218245297,0.0609103683083582,1.10262238314366e-05,1.30703626689199,1.15995111335252,1.47277224299,42.2,"reversed",195.451769625474,1.78778352195264e-12,0.00449919416711824,0.576573500380152,"<0.001",TRUE,"OK"
