"exposure","outcome","exposure_label","outcome_label","n_snps","method","b","se","pval","or","or_lci","or_uci","fstat","steiger","het_q","het_p","egger_intercept","egger_p","presso_global_p","presso_outlier","note"
"PM25_air_pollution","HeartFailure","PM2.5空气污染","心力衰竭",7,"Weighted median",0.13653092767646,0.299206720742286,0.648167292808947,1.14629032932398,0.637682833782277,2.06055651727064,37.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","HeartFailure","PM2.5空气污染","心力衰竭",7,"Weighted mode",0.0439430616902781,0.304005362959197,0.889801671423604,1.04492285705334,0.575850356541941,1.89608943502145,37.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","COPD","PM2.5空气污染","慢阻肺",8,"IVW",0.0290400105871381,0.186489522072442,0.876254314185091,1.02946578318156,0.714280559980286,1.48373042487796,36.6,"reversed",7.81034529184842,0.25232982981267,-0.00455445316967491,0.603032344240781,"0.52",FALSE,"OK"
"PM25_air_pollution","COPD","PM2.5空气污染","慢阻肺",8,"MR Egger",0.11669553906234,0.253296786832659,0.661235030180675,1.12377723133059,0.684021339922144,1.84625126724963,36.6,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","COPD","PM2.5空气污染","慢阻肺",8,"Weighted median",0.0721390055328453,0.193216879760905,0.708882254074911,1.07480473748556,0.735969884566827,1.56963654076867,36.6,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","COPD","PM2.5空气污染","慢阻肺",8,"Weighted mode",0.0685770211203018,0.184522855542209,0.721151374189939,1.07098311009335,0.745956660923764,1.53762930501194,36.6,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","T2D","PM2.5空气污染","2型糖尿病",4,"IVW",1.20258175889645,0.816711916070407,0.140894675220482,3.32869973875249,0.671545439536561,16.4996161070165,31.9,"correct",2.2592651558265,0.32315196778267,0.453606547595589,0.0583078500508535,"0.008",TRUE,"OK"
"PM25_air_pollution","T2D","PM2.5空气污染","2型糖尿病",4,"MR Egger",-34.7979334896935,9.10197377219424,0.0621109627263634,7.71701783196884e-16,1.37940887461063e-23,4.31723800789197e-08,31.9,"correct",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","T2D","PM2.5空气污染","2型糖尿病",4,"Weighted median",1.59328616094442,0.465185732101318,0.000614677679968469,4.91988994299677,1.97688451066582,12.2441735572344,31.9,"correct",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","T2D","PM2.5空气污染","2型糖尿病",4,"Weighted mode",1.83670194708836,0.537120851599679,0.0418572844110926,6.2758061512713,2.19009534180813,17.9835745487765,31.9,"correct",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","MDD","PM2.5空气污染","抑郁症",8,"IVW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no_outcome_data"
"PM25_air_pollution","Alzheimer","PM2.5空气污染","阿尔茨海默病",7,"IVW",0.00340723019544921,0.00343451365143369,0.32117016313904,1.00341304140242,0.996681103193027,1.01019044951377,36.8,"reversed",9.64306262083071,0.0860041955935062,2.57562405570036e-05,0.899068513347459,"0.138",FALSE,"OK"
"PM25_air_pollution","Alzheimer","PM2.5空气污染","阿尔茨海默病",7,"MR Egger",0.001850886529853,0.0122550777902605,0.885856123395051,1.0018526004776,0.978074861927122,1.02620839380956,36.8,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","Alzheimer","PM2.5空气污染","阿尔茨海默病",7,"Weighted median",0.00576132186926836,0.00358154872284993,0.107701232163694,1.0057779502025,0.998742277968645,1.01286318545664,36.8,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"PM25_air_pollution","Alzheimer","PM2.5空气污染","阿尔茨海默病",7,"Weighted mode",0.00815163586837317,0.00497602647951605,0.152497070565146,1.00818495091455,0.998399905486963,1.01806589690613,36.8,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","CAD","咖啡摄入","冠心病",37,"IVW",0.489084908970845,0.149804138915049,0.00109530148435713,1.63082318526127,1.21588085383198,2.18737243308318,75.5,"reversed",60.8823599354471,0.0043128607679679,-0.000564643129020605,0.911166421313395,"0.006",TRUE,"OK"
"Coffee_intake","CAD","咖啡摄入","冠心病",37,"MR Egger",0.51993220883316,0.313724801820969,0.106399805947954,1.68191362694677,0.90940166861893,3.11065346163842,75.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","CAD","咖啡摄入","冠心病",37,"Weighted median",0.429601758693239,0.188749966846815,0.022843842614623,1.53664544598865,1.06146690455125,2.22454342811179,75.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","CAD","咖啡摄入","冠心病",37,"Weighted mode",0.309181509821104,0.236254859327764,0.198936760141731,1.36230962063911,0.857376602179307,2.16461179109451,75.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","LungCancer","咖啡摄入","肺癌",35,"IVW",0.053822831661469,0.265493932132271,0.839348290976182,1.0552976202659,0.627165213083524,1.77569330075479,77.2,"reversed",46.5743937416513,0.058858636460619,0.0148024208560958,0.0887551813258593,"0.031",TRUE,"OK"
"Coffee_intake","LungCancer","咖啡摄入","肺癌",35,"MR Egger",-0.732055285549586,0.516945790602702,0.166111768311897,0.480919546649358,0.174598009649173,1.3246634988231,77.2,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","LungCancer","咖啡摄入","肺癌",35,"Weighted median",-0.033290408694387,0.368053078148097,0.927929608446375,0.967257618774975,0.47016365542033,1.9899183832953,77.2,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","LungCancer","咖啡摄入","肺癌",35,"Weighted mode",-0.31531177914397,0.368530889581193,0.398213471686481,0.729561376784887,0.354292540075064,1.50231727256659,77.2,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","IschStroke","咖啡摄入","缺血性脑卒中",38,"IVW",0.137802753999802,0.112173157347737,0.219265917440685,1.14774913901865,0.921219784487548,1.42998240843346,74.5,"reversed",29.8308365959837,0.755984925171103,-0.00290969835868674,0.443569338466689,"0.782",FALSE,"OK"
"Coffee_intake","IschStroke","咖啡摄入","缺血性脑卒中",38,"MR Egger",0.302813379416434,0.240728643772585,0.21652498463063,1.35366181970992,0.84449643651854,2.16981415539715,74.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","IschStroke","咖啡摄入","缺血性脑卒中",38,"Weighted median",0.241318805425986,0.171409897610173,0.159176560643755,1.27292678659339,0.909696188605298,1.7811909342076,74.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","IschStroke","咖啡摄入","缺血性脑卒中",38,"Weighted mode",0.255296085388488,0.164777393165066,0.129812352866802,1.29084376427398,0.93457106850363,1.7829330266268,74.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","HeartFailure","咖啡摄入","心力衰竭",34,"IVW",0.2394693909339,0.141079153865113,0.0896188728121042,1.27057479292287,0.963632047555979,1.67528706471046,79.1,"reversed",71.9409141733708,6.64538028178844e-05,0.00219518206648931,0.641929513210081,"<0.001",TRUE,"OK"
"Coffee_intake","HeartFailure","咖啡摄入","心力衰竭",34,"MR Egger",0.125677740540852,0.281316478422126,0.658065574683461,1.13391669401689,0.653310635790268,1.96807919316188,79.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","HeartFailure","咖啡摄入","心力衰竭",34,"Weighted median",0.0661258436679498,0.139877238144,0.636397266528122,1.06836115519319,0.812179793231641,1.40534838152542,79.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","HeartFailure","咖啡摄入","心力衰竭",34,"Weighted mode",-0.031708434839171,0.14437991174967,0.8275214870228,0.968789006027057,0.73001290868309,1.28566512596606,79.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","COPD","咖啡摄入","慢阻肺",38,"IVW",0.0647227668058938,0.160131935526976,0.686077415892016,1.06686321348544,0.779474092701421,1.4602116054221,74.5,"reversed",49.3998972366494,0.0676295358656711,0.00166402130864248,0.757781498598943,"0.106",FALSE,"OK"
"Coffee_intake","COPD","咖啡摄入","慢阻肺",38,"MR Egger",-0.0250309367275685,0.331218081948712,0.940177729295034,0.97527973959801,0.509554544370801,1.86667076366647,74.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","COPD","咖啡摄入","慢阻肺",38,"Weighted median",-0.0446328460566987,0.204691100195728,0.827390338208614,0.956348544521423,0.640294275754507,1.42840967542697,74.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","COPD","咖啡摄入","慢阻肺",38,"Weighted mode",-0.0669968657399842,0.201083606894469,0.740879752208531,0.935198132486297,0.63057653998373,1.38697761738555,74.5,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","T2D","咖啡摄入","2型糖尿病",31,"IVW",1.20353306610224,0.378302976835164,0.00146565144670578,3.33186786148995,1.58733932093859,6.99368011614896,62.8,"reversed",357.090580801391,3.37158655425664e-58,-0.00675625660967091,0.61631438475845,"<0.001",TRUE,"OK"
"Coffee_intake","T2D","咖啡摄入","2型糖尿病",31,"MR Egger",1.62815112580739,0.921670775944083,0.0878339560099314,5.09444701429241,0.836671636884201,31.0198042305872,62.8,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","T2D","咖啡摄入","2型糖尿病",31,"Weighted median",0.431566843333007,0.193020427812966,0.0253608788323155,1.53966805321819,1.05468991555437,2.24765372185686,62.8,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","T2D","咖啡摄入","2型糖尿病",31,"Weighted mode",0.32004433745685,0.193574441713257,0.10869017314168,1.37718882403239,0.942365977885483,2.01264593751092,62.8,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","MDD","咖啡摄入","抑郁症",2,"IVW",0.338656192996409,2.46354958866215,0.890661860803475,1.40306088012299,0.011221754699546,175.425313245453,42.3,"correct",58.4041946780236,2.13435452944898e-14,NA,NA,NA,FALSE,"OK"
"Coffee_intake","Alzheimer","咖啡摄入","阿尔茨海默病",39,"IVW",0.00233821336069965,0.00130018418575841,0.0721182563540571,1.0023409491134,0.999789874436082,1.00489853314051,73.7,"reversed",54.7514960097765,0.0301812161902588,3.92311734052638e-05,0.363710151501959,"0.031",TRUE,"OK"
"Coffee_intake","Alzheimer","咖啡摄入","阿尔茨海默病",39,"MR Egger",0.000249711499947914,0.00261813620006919,0.92452962212771,1.00024974268046,0.995130061339237,1.00539576343002,73.7,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","Alzheimer","咖啡摄入","阿尔茨海默病",39,"Weighted median",0.000982796478512787,0.00186692631442452,0.598593026283912,1.00098327958122,0.997327199211762,1.00465276269722,73.7,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Coffee_intake","Alzheimer","咖啡摄入","阿尔茨海默病",39,"Weighted mode",0.000401896956777469,0.00184652409565033,0.828865919804702,1.00040197772818,0.996787879661768,1.00402917959039,73.7,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","CAD","新鲜水果摄入","冠心病",53,"IVW",0.374385371592179,0.223830976380208,0.0944010676243592,1.45409741033,0.937701752041133,2.25487397685449,45.9,"reversed",103.003878067463,2.24302343928353e-05,-4.94025565558579e-05,0.994625641345764,"<0.001",TRUE,"OK"
"Fresh_fruit_intake","CAD","新鲜水果摄入","冠心病",53,"MR Egger",0.379555467437619,0.796538537229882,0.635749150639917,1.46163470077779,0.306769058926051,6.9641182392934,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","CAD","新鲜水果摄入","冠心病",53,"Weighted median",0.300162209290416,0.241585789299598,0.214064555414004,1.35007778497495,0.840846683926703,2.16770793097609,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","CAD","新鲜水果摄入","冠心病",53,"Weighted mode",-0.0281910794976401,0.433596107417706,0.948409848213188,0.972202581071095,0.415596911987404,2.27426583638799,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","LungCancer","新鲜水果摄入","肺癌",51,"IVW",0.0116698164319166,0.394821467352064,0.976420201137298,1.01173817438917,0.466647903529304,2.19354705287357,46.3,"reversed",84.6856304108029,0.00116968816615875,-0.00622525221375007,0.646659836635664,"0.001",TRUE,"OK"
"Fresh_fruit_intake","LungCancer","新鲜水果摄入","肺癌",51,"MR Egger",0.668857271618097,1.47933025127595,0.653166857539915,1.95200543364785,0.107460706315269,35.4578463481523,46.3,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","LungCancer","新鲜水果摄入","肺癌",51,"Weighted median",0.152158636041354,0.440801041639094,0.729954052452294,1.16434492885257,0.49075443652485,2.76247958743834,46.3,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","LungCancer","新鲜水果摄入","肺癌",51,"Weighted mode",-0.641224155114342,0.870122310696431,0.464605520050203,0.526647331252781,0.0956878561002477,2.89856438235069,46.3,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","IschStroke","新鲜水果摄入","缺血性脑卒中",53,"IVW",0.04915740394876,0.174809156759469,0.778552314256784,1.05038567258112,0.745672678897082,1.47961711939826,45.9,"reversed",65.3390283754323,0.0853954060770342,0.00325178281626077,0.570280871420624,"0.108",FALSE,"OK"
"Fresh_fruit_intake","IschStroke","新鲜水果摄入","缺血性脑卒中",53,"MR Egger",-0.294033799760908,0.625921104063045,0.640527692638921,0.745251301701774,0.218528428857028,2.54154347602781,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","IschStroke","新鲜水果摄入","缺血性脑卒中",53,"Weighted median",-0.246584036346577,0.243406526984045,0.311034210426676,0.781465687256198,0.484973596741253,1.25922034614313,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","IschStroke","新鲜水果摄入","缺血性脑卒中",53,"Weighted mode",-0.160923226276204,0.339468623590733,0.637452685596247,0.851357430478397,0.437673653997864,1.6560500450738,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","HeartFailure","新鲜水果摄入","心力衰竭",48,"IVW",0.357848463068578,0.179339105915612,0.0460021810734751,1.43024886853264,1.00636398008901,2.03267591687649,46.1,"reversed",71.9608293770645,0.00852667795010798,0.0125057147603527,0.0343379229199169,"0.003",TRUE,"OK"
"Fresh_fruit_intake","HeartFailure","新鲜水果摄入","心力衰竭",48,"MR Egger",-0.970703297238673,0.633137856054843,0.132085338707555,0.378816523779852,0.109519408910741,1.31028792171081,46.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","HeartFailure","新鲜水果摄入","心力衰竭",48,"Weighted median",-0.0310343516218456,0.21507403155052,0.885266629714443,0.969442270589752,0.635985538911618,1.47773535482356,46.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","HeartFailure","新鲜水果摄入","心力衰竭",48,"Weighted mode",-0.196643498882993,0.307335893749917,0.52538829596964,0.821483440880721,0.449768689982852,1.5004046717146,46.1,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","COPD","新鲜水果摄入","慢阻肺",53,"IVW",-0.389560028152273,0.340048842252297,0.251960606623979,0.677354826002584,0.347825014012972,1.31908155487598,45.9,"reversed",156.017928352984,1.41050445693835e-12,-0.00554023676977837,0.623273442794959,"<0.001",TRUE,"OK"
"Fresh_fruit_intake","COPD","新鲜水果摄入","慢阻肺",53,"MR Egger",0.19463887114526,1.23069671145988,0.874960484509258,1.2148721818623,0.108878066016886,13.555663433937,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","COPD","新鲜水果摄入","慢阻肺",53,"Weighted median",0.0763229704171626,0.328931203381234,0.816512202214177,1.07931110342925,0.566441092900146,2.05654651928834,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","COPD","新鲜水果摄入","慢阻肺",53,"Weighted mode",0.0951642644446844,0.445018200581339,0.831505366364433,1.09983950481404,0.459750462877897,2.63109454806759,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","T2D","新鲜水果摄入","2型糖尿病",46,"IVW",0.536017722167232,0.278927497556951,0.054642275939847,1.70918683473174,0.989376657503769,2.952687041749,47,"reversed",182.455194788814,8.8410161188083e-19,-0.0135759452469828,0.138949541241212,"<0.001",TRUE,"OK"
"Fresh_fruit_intake","T2D","新鲜水果摄入","2型糖尿病",46,"MR Egger",1.95714342048343,0.982296882889311,0.0525521664572841,7.07907621073949,1.03235389524108,48.5427722300162,47,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","T2D","新鲜水果摄入","2型糖尿病",46,"Weighted median",0.731771970319372,0.249005997512246,0.0032951487999606,2.07876084859711,1.27598727869147,3.38659071122686,47,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","T2D","新鲜水果摄入","2型糖尿病",46,"Weighted mode",0.525730683251819,0.35275060136903,0.14310226136276,1.69169448972373,0.847333859077874,3.37745295541014,47,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","MDD","新鲜水果摄入","抑郁症",55,"IVW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"insufficient_after_harmonise"
"Fresh_fruit_intake","Alzheimer","新鲜水果摄入","阿尔茨海默病",53,"IVW",-0.000795019962843114,0.00159996335783169,0.619260377991169,0.999205295981795,0.996076767918671,1.00234365028337,45.9,"reversed",56.2574232163402,0.284609351706763,-1.93657649323185e-05,0.710857776318052,"0.313",FALSE,"OK"
"Fresh_fruit_intake","Alzheimer","新鲜水果摄入","阿尔茨海默病",53,"MR Egger",0.00123397834019569,0.00567698268224764,0.828791052131275,1.00123474000473,0.990155866123662,1.01243757562826,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","Alzheimer","新鲜水果摄入","阿尔茨海默病",53,"Weighted median",-0.000277984419194067,0.00236753066633625,0.906530928241986,0.999722054214895,0.995093730726361,1.00437190469898,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
"Fresh_fruit_intake","Alzheimer","新鲜水果摄入","阿尔茨海默病",53,"Weighted mode",-0.00215181811867097,0.00428326100764966,0.617522237777442,0.997850495382228,0.989508414987052,1.00626290393658,45.9,"reversed",NA,NA,NA,NA,NA,NA,"OK"
